igr	n_isolates	prevalence	avg_len	is_core_igr
Cluster_1617	25	0.0203		False
Cluster_3923	25	0.0203		False
Cluster_3443	25	0.0203		False
Cluster_10111	25	0.0203		False
Cluster_23252	25	0.0203		False
Cluster_5079	25	0.0203		False
Cluster_2969	25	0.0203		False
Cluster_4045	25	0.0203		False
Cluster_5931	25	0.0203		False
Cluster_16946	25	0.0203		False
Cluster_9154	25	0.0203		False
Cluster_19438	25	0.0203		False
Cluster_2714	25	0.0203		False
Cluster_8911	25	0.0203		False
Cluster_3907	25	0.0203		False
Cluster_23258	25	0.0203		False
Cluster_9242	25	0.0203		False
Cluster_23673	25	0.0203		False
Cluster_4823	25	0.0203		False
Cluster_15297	25	0.0203		False
Cluster_20169	25	0.0203		False
Cluster_3426	25	0.0203		False
Cluster_18397	25	0.0203		False
Cluster_6040	25	0.0203		False
Cluster_18854	25	0.0203		False
Cluster_11418	25	0.0203		False
Cluster_22571	25	0.0203		False
Cluster_21234	25	0.0203		False
Cluster_16616	25	0.0203		False
Cluster_11235	25	0.0203		False
Cluster_14460	25	0.0203		False
Cluster_15122	25	0.0203		False
Cluster_3524	25	0.0203		False
Cluster_10182	25	0.0203		False
Cluster_2164	25	0.0203		False
Cluster_2533	25	0.0203		False
Cluster_278	25	0.0203		False
Cluster_2824	25	0.0203		False
Cluster_11367	25	0.0203		False
Cluster_16711	25	0.0203		False
Cluster_24091	25	0.0203		False
Cluster_16758	25	0.0203		False
Cluster_25045	25	0.0203		False
Cluster_8874	25	0.0203		False
Cluster_7718	25	0.0203		False
Cluster_6242	25	0.0203		False
Cluster_12331	25	0.0203		False
Cluster_11661	25	0.0203		False
Cluster_12562	25	0.0203		False
Cluster_25120	25	0.0203		False
Cluster_4361	25	0.0203		False
Cluster_1870	25	0.0203		False
Cluster_5479	25	0.0203		False
Cluster_23077	25	0.0203		False
Cluster_21175	25	0.0203		False
Cluster_12018	25	0.0203		False
Cluster_11173	25	0.0203		False
Cluster_7100	25	0.0203		False
Cluster_16245	25	0.0203		False
Cluster_4189	25	0.0203		False
Cluster_13080	25	0.0203		False
Cluster_20348	25	0.0203		False
Cluster_10727	25	0.0203		False
Cluster_13493	25	0.0203		False
Cluster_19562	25	0.0203		False
Cluster_24357	25	0.0203		False
Cluster_9414	25	0.0203		False
Cluster_14505	25	0.0203		False
Cluster_8	25	0.0203		False
Cluster_20396	25	0.0203		False
Cluster_16237	25	0.0203		False
Cluster_12777	25	0.0203		False
Cluster_21653	25	0.0203		False
Cluster_6043	25	0.0203		False
Cluster_17027	25	0.0203		False
Cluster_10833	25	0.0203		False
Cluster_2195	25	0.0203		False
Cluster_18043	25	0.0203		False
Cluster_17237	25	0.0203		False
Cluster_3679	25	0.0203		False
Cluster_22174	25	0.0203		False
Cluster_22568	25	0.0203		False
Cluster_15273	25	0.0203		False
Cluster_14864	25	0.0203		False
Cluster_1650	25	0.0203		False
Cluster_23076	25	0.0203		False
Cluster_16909	25	0.0203		False
Cluster_7860	25	0.0203		False
Cluster_12048	25	0.0203		False
Cluster_22619	25	0.0203		False
Cluster_23310	24	0.0195		False
Cluster_253	24	0.0195		False
Cluster_1099	24	0.0195		False
Cluster_8197	24	0.0195		False
Cluster_5168	24	0.0195		False
Cluster_12314	24	0.0195		False
Cluster_17250	24	0.0195		False
Cluster_3481	24	0.0195		False
Cluster_4917	24	0.0195		False
Cluster_4850	24	0.0195		False
Cluster_10940	24	0.0195		False
Cluster_13745	24	0.0195		False
Cluster_15042	24	0.0195		False
Cluster_16826	24	0.0195		False
Cluster_1235	24	0.0195		False
Cluster_8991	24	0.0195		False
Cluster_20952	24	0.0195		False
Cluster_13634	24	0.0195		False
Cluster_4175	24	0.0195		False
Cluster_1362	24	0.0195		False
Cluster_8929	24	0.0195		False
Cluster_18340	24	0.0195		False
Cluster_11850	24	0.0195		False
Cluster_2787	24	0.0195		False
Cluster_22334	24	0.0195		False
Cluster_14191	24	0.0195		False
Cluster_15446	24	0.0195		False
Cluster_6715	24	0.0195		False
Cluster_11830	24	0.0195		False
Cluster_23179	24	0.0195		False
Cluster_24116	24	0.0195		False
Cluster_8333	24	0.0195		False
Cluster_14877	24	0.0195		False
Cluster_13836	24	0.0195		False
Cluster_21865	24	0.0195		False
Cluster_7884	24	0.0195		False
Cluster_15877	24	0.0195		False
Cluster_13523	24	0.0195		False
Cluster_8325	24	0.0195		False
Cluster_24582	24	0.0195		False
Cluster_22111	24	0.0195		False
Cluster_5826	24	0.0195		False
Cluster_17294	24	0.0195		False
Cluster_11361	24	0.0195		False
Cluster_3674	24	0.0195		False
Cluster_16917	24	0.0195		False
Cluster_13861	24	0.0195		False
Cluster_25352	24	0.0195		False
Cluster_22669	24	0.0195		False
Cluster_14723	24	0.0195		False
Cluster_7844	24	0.0195		False
Cluster_910	24	0.0195		False
Cluster_20805	24	0.0195		False
Cluster_6583	24	0.0195		False
Cluster_16674	24	0.0195		False
Cluster_2463	24	0.0195		False
Cluster_13573	24	0.0195		False
Cluster_11047	24	0.0195		False
Cluster_9898	24	0.0195		False
Cluster_21375	24	0.0195		False
Cluster_7820	24	0.0195		False
Cluster_9625	24	0.0195		False
Cluster_2385	24	0.0195		False
Cluster_8013	24	0.0195		False
Cluster_5280	24	0.0195		False
Cluster_14673	24	0.0195		False
Cluster_17781	24	0.0195		False
Cluster_12503	24	0.0195		False
Cluster_6937	24	0.0195		False
Cluster_4670	24	0.0195		False
Cluster_4650	24	0.0195		False
Cluster_22432	24	0.0195		False
Cluster_8605	24	0.0195		False
Cluster_23779	24	0.0195		False
Cluster_4590	24	0.0195		False
Cluster_5564	24	0.0195		False
Cluster_9760	24	0.0195		False
Cluster_12236	24	0.0195		False
Cluster_19368	24	0.0195		False
Cluster_15535	24	0.0195		False
Cluster_13468	24	0.0195		False
Cluster_13947	24	0.0195		False
Cluster_1784	24	0.0195		False
Cluster_20642	24	0.0195		False
Cluster_798	24	0.0195		False
Cluster_18218	24	0.0195		False
Cluster_9238	24	0.0195		False
Cluster_632	24	0.0195		False
Cluster_761	24	0.0195		False
Cluster_16053	24	0.0195		False
Cluster_14151	24	0.0195		False
Cluster_17140	24	0.0195		False
Cluster_12125	24	0.0195		False
Cluster_21267	24	0.0195		False
Cluster_26055	24	0.0195		False
Cluster_7549	24	0.0195		False
Cluster_3569	24	0.0195		False
Cluster_19617	24	0.0195		False
Cluster_15388	24	0.0195		False
Cluster_7370	24	0.0195		False
Cluster_5114	24	0.0195		False
Cluster_24452	24	0.0195		False
Cluster_9345	24	0.0195		False
Cluster_18867	24	0.0195		False
Cluster_18706	24	0.0195		False
Cluster_8046	24	0.0195		False
Cluster_20734	24	0.0195		False
Cluster_9845	24	0.0195		False
Cluster_20534	24	0.0195		False
Cluster_7524	24	0.0195		False
Cluster_11927	24	0.0195		False
Cluster_13763	24	0.0195		False
Cluster_17470	24	0.0195		False
Cluster_8563	24	0.0195		False
Cluster_1668	24	0.0195		False
Cluster_11625	24	0.0195		False
Cluster_2678	24	0.0195		False
Cluster_12063	24	0.0195		False
Cluster_12322	24	0.0195		False
Cluster_11252	24	0.0195		False
Cluster_10835	24	0.0195		False
Cluster_9473	24	0.0195		False
Cluster_16118	24	0.0195		False
Cluster_19554	24	0.0195		False
Cluster_19544	24	0.0195		False
Cluster_21829	24	0.0195		False
Cluster_9069	24	0.0195		False
Cluster_6427	24	0.0195		False
Cluster_15566	24	0.0195		False
Cluster_5589	24	0.0195		False
Cluster_18391	24	0.0195		False
Cluster_19481	24	0.0195		False
Cluster_26046	24	0.0195		False
Cluster_8877	24	0.0195		False
Cluster_1303	24	0.0195		False
Cluster_9775	24	0.0195		False
Cluster_12371	24	0.0195		False
Cluster_713	24	0.0195		False
Cluster_24466	24	0.0195		False
Cluster_5690	24	0.0195		False
Cluster_7346	24	0.0195		False
Cluster_4464	24	0.0195		False
Cluster_7518	24	0.0195		False
Cluster_15237	24	0.0195		False
Cluster_7734	24	0.0195		False
Cluster_23247	24	0.0195		False
Cluster_2366	24	0.0195		False
Cluster_8260	24	0.0195		False
Cluster_11547	24	0.0195		False
Cluster_8814	24	0.0195		False
Cluster_19419	24	0.0195		False
Cluster_239	24	0.0195		False
Cluster_22211	24	0.0195		False
Cluster_4010	24	0.0195		False
Cluster_1707	24	0.0195		False
Cluster_3264	24	0.0195		False
Cluster_1605	24	0.0195		False
Cluster_7957	24	0.0195		False
Cluster_13150	24	0.0195		False
Cluster_6192	24	0.0195		False
Cluster_10525	24	0.0195		False
Cluster_14683	24	0.0195		False
Cluster_14541	24	0.0195		False
Cluster_16260	24	0.0195		False
Cluster_23000	24	0.0195		False
Cluster_12825	24	0.0195		False
Cluster_14000	24	0.0195		False
Cluster_7422	24	0.0195		False
Cluster_20283	24	0.0195		False
Cluster_12733	24	0.0195		False
Cluster_22173	24	0.0195		False
Cluster_3985	24	0.0195		False
Cluster_15586	24	0.0195		False
Cluster_14763	24	0.0195		False
Cluster_10645	24	0.0195		False
Cluster_8612	24	0.0195		False
Cluster_3766	24	0.0195		False
Cluster_3633	24	0.0195		False
Cluster_20591	24	0.0195		False
Cluster_6507	24	0.0195		False
Cluster_8473	24	0.0195		False
Cluster_21936	24	0.0195		False
Cluster_8031	24	0.0195		False
Cluster_8653	24	0.0195		False
Cluster_6534	24	0.0195		False
Cluster_6802	24	0.0195		False
Cluster_18054	24	0.0195		False
Cluster_4132	24	0.0195		False
Cluster_23567	24	0.0195		False
Cluster_6588	24	0.0195		False
Cluster_6247	24	0.0195		False
Cluster_4069	24	0.0195		False
Cluster_7897	23	0.0187		False
Cluster_9422	23	0.0187		False
Cluster_6857	23	0.0187		False
Cluster_22105	23	0.0187		False
Cluster_4560	23	0.0187		False
Cluster_17702	23	0.0187		False
Cluster_5539	23	0.0187		False
Cluster_1298	23	0.0187		False
Cluster_8305	23	0.0187		False
Cluster_17311	23	0.0187		False
Cluster_18341	23	0.0187		False
Cluster_13269	23	0.0187		False
Cluster_2922	23	0.0187		False
Cluster_20532	23	0.0187		False
Cluster_6099	23	0.0187		False
Cluster_21326	23	0.0187		False
Cluster_3299	23	0.0187		False
Cluster_3270	23	0.0187		False
Cluster_3098	23	0.0187		False
Cluster_7614	23	0.0187		False
Cluster_19316	23	0.0187		False
Cluster_1467	23	0.0187		False
Cluster_10971	23	0.0187		False
Cluster_19978	23	0.0187		False
Cluster_20409	23	0.0187		False
Cluster_20450	23	0.0187		False
Cluster_1250	23	0.0187		False
Cluster_6166	23	0.0187		False
Cluster_8686	23	0.0187		False
Cluster_24453	23	0.0187		False
Cluster_12989	23	0.0187		False
Cluster_19281	23	0.0187		False
Cluster_12986	23	0.0187		False
Cluster_8321	23	0.0187		False
Cluster_5412	23	0.0187		False
Cluster_3309	23	0.0187		False
Cluster_17877	23	0.0187		False
Cluster_26086	23	0.0187		False
Cluster_2409	23	0.0187		False
Cluster_5494	23	0.0187		False
Cluster_21431	23	0.0187		False
Cluster_17083	23	0.0187		False
Cluster_13576	23	0.0187		False
Cluster_4388	23	0.0187		False
Cluster_22667	23	0.0187		False
Cluster_19866	23	0.0187		False
Cluster_15560	23	0.0187		False
Cluster_1482	23	0.0187		False
Cluster_4945	23	0.0187		False
Cluster_8527	23	0.0187		False
Cluster_5530	23	0.0187		False
Cluster_21572	23	0.0187		False
Cluster_1862	23	0.0187		False
Cluster_8723	23	0.0187		False
Cluster_17725	23	0.0187		False
Cluster_13408	23	0.0187		False
Cluster_10216	23	0.0187		False
Cluster_24590	23	0.0187		False
Cluster_9722	23	0.0187		False
Cluster_12687	23	0.0187		False
Cluster_18408	23	0.0187		False
Cluster_8870	23	0.0187		False
Cluster_12512	23	0.0187		False
Cluster_11840	23	0.0187		False
Cluster_16289	23	0.0187		False
Cluster_19029	23	0.0187		False
Cluster_11215	23	0.0187		False
Cluster_9599	23	0.0187		False
Cluster_23680	23	0.0187		False
Cluster_4275	23	0.0187		False
Cluster_19033	23	0.0187		False
Cluster_25126	23	0.0187		False
Cluster_8549	23	0.0187		False
Cluster_19236	23	0.0187		False
Cluster_3384	23	0.0187		False
Cluster_9974	23	0.0187		False
Cluster_17526	23	0.0187		False
Cluster_15690	23	0.0187		False
Cluster_8061	23	0.0187		False
Cluster_13461	23	0.0187		False
Cluster_23003	23	0.0187		False
Cluster_329	23	0.0187		False
Cluster_2612	23	0.0187		False
Cluster_14515	23	0.0187		False
Cluster_16338	23	0.0187		False
Cluster_17397	23	0.0187		False
Cluster_15708	23	0.0187		False
Cluster_12822	23	0.0187		False
Cluster_24095	23	0.0187		False
Cluster_22903	23	0.0187		False
Cluster_22106	23	0.0187		False
Cluster_10059	23	0.0187		False
Cluster_13119	23	0.0187		False
Cluster_3170	23	0.0187		False
Cluster_4723	23	0.0187		False
Cluster_9236	23	0.0187		False
Cluster_5068	23	0.0187		False
Cluster_19671	23	0.0187		False
Cluster_18759	23	0.0187		False
Cluster_18990	23	0.0187		False
Cluster_15782	23	0.0187		False
Cluster_8185	23	0.0187		False
Cluster_8154	23	0.0187		False
Cluster_12229	23	0.0187		False
Cluster_7751	23	0.0187		False
Cluster_8660	23	0.0187		False
Cluster_12472	23	0.0187		False
Cluster_11971	23	0.0187		False
Cluster_23508	23	0.0187		False
Cluster_10607	23	0.0187		False
Cluster_8282	23	0.0187		False
Cluster_14389	23	0.0187		False
Cluster_8324	23	0.0187		False
Cluster_7863	23	0.0187		False
Cluster_12140	23	0.0187		False
Cluster_14144	23	0.0187		False
Cluster_9523	23	0.0187		False
Cluster_19288	23	0.0187		False
Cluster_3149	23	0.0187		False
Cluster_13600	23	0.0187		False
Cluster_9859	23	0.0187		False
Cluster_2940	23	0.0187		False
Cluster_10869	23	0.0187		False
Cluster_3018	23	0.0187		False
Cluster_24365	23	0.0187		False
Cluster_21300	23	0.0187		False
Cluster_3512	23	0.0187		False
Cluster_9469	23	0.0187		False
Cluster_5717	23	0.0187		False
Cluster_25788	23	0.0187		False
Cluster_20728	23	0.0187		False
Cluster_19172	23	0.0187		False
Cluster_10431	23	0.0187		False
Cluster_23309	23	0.0187		False
Cluster_6169	23	0.0187		False
Cluster_2949	23	0.0187		False
Cluster_9816	23	0.0187		False
Cluster_5682	23	0.0187		False
Cluster_2338	23	0.0187		False
Cluster_20254	23	0.0187		False
Cluster_21327	23	0.0187		False
Cluster_15133	23	0.0187		False
Cluster_19786	23	0.0187		False
Cluster_974	23	0.0187		False
Cluster_14527	23	0.0187		False
Cluster_8983	23	0.0187		False
Cluster_15129	23	0.0187		False
Cluster_23211	23	0.0187		False
Cluster_2066	23	0.0187		False
Cluster_24588	23	0.0187		False
Cluster_22922	23	0.0187		False
Cluster_14713	23	0.0187		False
Cluster_2159	23	0.0187		False
Cluster_19091	23	0.0187		False
Cluster_12784	23	0.0187		False
Cluster_14875	23	0.0187		False
Cluster_13097	23	0.0187		False
Cluster_5377	23	0.0187		False
Cluster_14328	23	0.0187		False
Cluster_2122	23	0.0187		False
Cluster_18857	23	0.0187		False
Cluster_11584	23	0.0187		False
Cluster_13857	23	0.0187		False
Cluster_21922	23	0.0187		False
Cluster_4699	23	0.0187		False
Cluster_11199	23	0.0187		False
Cluster_11803	23	0.0187		False
Cluster_14272	23	0.0187		False
Cluster_8788	23	0.0187		False
Cluster_12664	23	0.0187		False
Cluster_4082	23	0.0187		False
Cluster_11897	23	0.0187		False
Cluster_12290	23	0.0187		False
Cluster_15453	23	0.0187		False
Cluster_6508	23	0.0187		False
Cluster_14050	23	0.0187		False
Cluster_8521	23	0.0187		False
Cluster_3132	23	0.0187		False
Cluster_21379	23	0.0187		False
Cluster_13516	23	0.0187		False
Cluster_8264	23	0.0187		False
Cluster_13180	23	0.0187		False
Cluster_1738	23	0.0187		False
Cluster_11810	23	0.0187		False
Cluster_9274	23	0.0187		False
Cluster_12565	23	0.0187		False
Cluster_12392	23	0.0187		False
Cluster_10256	23	0.0187		False
Cluster_4013	23	0.0187		False
Cluster_6871	23	0.0187		False
Cluster_14096	23	0.0187		False
Cluster_9284	23	0.0187		False
Cluster_11326	23	0.0187		False
Cluster_9696	23	0.0187		False
Cluster_10842	23	0.0187		False
Cluster_11077	23	0.0187		False
Cluster_5529	23	0.0187		False
Cluster_8064	23	0.0187		False
Cluster_8832	23	0.0187		False
Cluster_10696	23	0.0187		False
Cluster_13366	23	0.0187		False
Cluster_20346	23	0.0187		False
Cluster_8736	23	0.0187		False
Cluster_22156	23	0.0187		False
Cluster_3226	23	0.0187		False
Cluster_19574	23	0.0187		False
Cluster_13178	23	0.0187		False
Cluster_6833	23	0.0187		False
Cluster_950	23	0.0187		False
Cluster_4122	23	0.0187		False
Cluster_9594	23	0.0187		False
Cluster_1335	23	0.0187		False
Cluster_18183	23	0.0187		False
Cluster_16686	23	0.0187		False
Cluster_13764	23	0.0187		False
Cluster_3890	23	0.0187		False
Cluster_13313	23	0.0187		False
Cluster_25421	23	0.0187		False
Cluster_20860	23	0.0187		False
Cluster_3425	23	0.0187		False
Cluster_6835	23	0.0187		False
Cluster_17878	23	0.0187		False
Cluster_11340	23	0.0187		False
Cluster_12203	23	0.0187		False
Cluster_14558	23	0.0187		False
Cluster_13706	23	0.0187		False
Cluster_18550	23	0.0187		False
Cluster_1523	23	0.0187		False
Cluster_880	23	0.0187		False
Cluster_14667	23	0.0187		False
Cluster_9365	23	0.0187		False
Cluster_1625	23	0.0187		False
Cluster_1087	23	0.0187		False
Cluster_7469	23	0.0187		False
Cluster_9364	23	0.0187		False
Cluster_17316	23	0.0187		False
Cluster_11549	23	0.0187		False
Cluster_13314	23	0.0187		False
Cluster_17983	23	0.0187		False
Cluster_12735	23	0.0187		False
Cluster_8003	23	0.0187		False
Cluster_7241	23	0.0187		False
Cluster_3624	23	0.0187		False
Cluster_25336	23	0.0187		False
Cluster_4567	23	0.0187		False
Cluster_13035	23	0.0187		False
Cluster_9694	23	0.0187		False
Cluster_12188	23	0.0187		False
Cluster_12781	23	0.0187		False
Cluster_7183	23	0.0187		False
Cluster_21299	23	0.0187		False
Cluster_23689	23	0.0187		False
Cluster_5637	23	0.0187		False
Cluster_14053	23	0.0187		False
Cluster_8960	23	0.0187		False
Cluster_18786	23	0.0187		False
Cluster_2604	23	0.0187		False
Cluster_8720	23	0.0187		False
Cluster_320	23	0.0187		False
Cluster_23167	23	0.0187		False
Cluster_22761	23	0.0187		False
Cluster_5459	23	0.0187		False
Cluster_8692	23	0.0187		False
Cluster_24362	23	0.0187		False
Cluster_12739	23	0.0187		False
Cluster_146	23	0.0187		False
Cluster_9023	23	0.0187		False
Cluster_20592	23	0.0187		False
Cluster_12473	23	0.0187		False
Cluster_13669	23	0.0187		False
Cluster_187	23	0.0187		False
Cluster_4046	23	0.0187		False
Cluster_15412	23	0.0187		False
Cluster_3724	23	0.0187		False
Cluster_7322	23	0.0187		False
Cluster_25731	23	0.0187		False
Cluster_6982	23	0.0187		False
Cluster_10265	23	0.0187		False
Cluster_6740	23	0.0187		False
Cluster_16337	23	0.0187		False
Cluster_3030	23	0.0187		False
Cluster_5081	23	0.0187		False
Cluster_8986	23	0.0187		False
Cluster_17865	23	0.0187		False
Cluster_8357	23	0.0187		False
Cluster_6510	23	0.0187		False
Cluster_18301	23	0.0187		False
Cluster_9641	23	0.0187		False
Cluster_17217	23	0.0187		False
Cluster_3627	23	0.0187		False
Cluster_14904	23	0.0187		False
Cluster_8250	23	0.0187		False
Cluster_22145	23	0.0187		False
Cluster_13512	23	0.0187		False
Cluster_4875	23	0.0187		False
Cluster_17377	23	0.0187		False
Cluster_17832	23	0.0187		False
Cluster_5271	23	0.0187		False
Cluster_10946	23	0.0187		False
Cluster_6913	23	0.0187		False
Cluster_18152	23	0.0187		False
Cluster_5301	23	0.0187		False
Cluster_22613	23	0.0187		False
Cluster_13684	23	0.0187		False
Cluster_11426	23	0.0187		False
Cluster_20798	23	0.0187		False
Cluster_18528	23	0.0187		False
Cluster_12775	23	0.0187		False
Cluster_22873	23	0.0187		False
Cluster_3275	23	0.0187		False
Cluster_13603	23	0.0187		False
Cluster_2967	23	0.0187		False
Cluster_14712	23	0.0187		False
Cluster_23687	23	0.0187		False
Cluster_18983	23	0.0187		False
Cluster_16751	23	0.0187		False
Cluster_22012	23	0.0187		False
Cluster_13268	23	0.0187		False
Cluster_8871	23	0.0187		False
Cluster_12162	23	0.0187		False
Cluster_18612	23	0.0187		False
Cluster_12264	23	0.0187		False
Cluster_8966	23	0.0187		False
Cluster_9592	23	0.0187		False
Cluster_15247	23	0.0187		False
Cluster_14216	23	0.0187		False
Cluster_22673	23	0.0187		False
Cluster_25319	23	0.0187		False
Cluster_6028	23	0.0187		False
Cluster_6505	23	0.0187		False
Cluster_19979	23	0.0187		False
Cluster_23075	23	0.0187		False
Cluster_5807	23	0.0187		False
Cluster_12613	23	0.0187		False
Cluster_4630	23	0.0187		False
Cluster_14152	23	0.0187		False
Cluster_9636	23	0.0187		False
Cluster_832	23	0.0187		False
Cluster_13597	23	0.0187		False
Cluster_8793	23	0.0187		False
Cluster_14666	23	0.0187		False
Cluster_4160	23	0.0187		False
Cluster_3622	23	0.0187		False
Cluster_13997	23	0.0187		False
Cluster_15604	23	0.0187		False
Cluster_11829	23	0.0187		False
Cluster_14607	23	0.0187		False
Cluster_9308	23	0.0187		False
Cluster_19182	23	0.0187		False
Cluster_6605	23	0.0187		False
Cluster_11691	23	0.0187		False
Cluster_15666	23	0.0187		False
Cluster_358	23	0.0187		False
Cluster_13412	23	0.0187		False
Cluster_24583	23	0.0187		False
Cluster_12352	23	0.0187		False
Cluster_919	23	0.0187		False
Cluster_6167	23	0.0187		False
Cluster_16247	23	0.0187		False
Cluster_8687	23	0.0187		False
Cluster_22846	23	0.0187		False
Cluster_13810	23	0.0187		False
Cluster_6245	23	0.0187		False
Cluster_17985	23	0.0187		False
Cluster_13565	23	0.0187		False
Cluster_5951	23	0.0187		False
Cluster_19875	23	0.0187		False
Cluster_6267	23	0.0187		False
Cluster_11427	23	0.0187		False
Cluster_19482	23	0.0187		False
Cluster_14184	23	0.0187		False
Cluster_19477	23	0.0187		False
Cluster_8700	23	0.0187		False
Cluster_5432	23	0.0187		False
Cluster_16465	23	0.0187		False
Cluster_22444	23	0.0187		False
Cluster_24742	23	0.0187		False
Cluster_11774	23	0.0187		False
Cluster_3570	23	0.0187		False
Cluster_10307	23	0.0187		False
Cluster_12944	23	0.0187		False
Cluster_9190	23	0.0187		False
Cluster_2807	23	0.0187		False
Cluster_6516	23	0.0187		False
Cluster_10691	23	0.0187		False
Cluster_7324	23	0.0187		False
Cluster_10916	23	0.0187		False
Cluster_16104	23	0.0187		False
Cluster_11296	23	0.0187		False
Cluster_8554	23	0.0187		False
Cluster_7985	23	0.0187		False
Cluster_8990	23	0.0187		False
Cluster_15506	23	0.0187		False
Cluster_11097	23	0.0187		False
Cluster_13185	23	0.0187		False
Cluster_11788	23	0.0187		False
Cluster_13118	23	0.0187		False
Cluster_3323	23	0.0187		False
Cluster_25044	23	0.0187		False
Cluster_12481	23	0.0187		False
Cluster_7215	23	0.0187		False
Cluster_1434	23	0.0187		False
Cluster_22108	23	0.0187		False
Cluster_12058	23	0.0187		False
Cluster_24195	23	0.0187		False
Cluster_5321	23	0.0187		False
Cluster_17494	23	0.0187		False
Cluster_7983	23	0.0187		False
Cluster_2097	23	0.0187		False
Cluster_25047	23	0.0187		False
Cluster_14390	23	0.0187		False
Cluster_23327	23	0.0187		False
Cluster_23169	23	0.0187		False
Cluster_23465	23	0.0187		False
Cluster_3721	23	0.0187		False
Cluster_19095	23	0.0187		False
Cluster_4756	22	0.0179		False
Cluster_2196	22	0.0179		False
Cluster_21150	22	0.0179		False
Cluster_8410	22	0.0179		False
Cluster_6016	22	0.0179		False
Cluster_19025	22	0.0179		False
Cluster_3572	22	0.0179		False
Cluster_1033	22	0.0179		False
Cluster_2024	22	0.0179		False
Cluster_5639	22	0.0179		False
Cluster_11257	22	0.0179		False
Cluster_7647	22	0.0179		False
Cluster_20170	22	0.0179		False
Cluster_6326	22	0.0179		False
Cluster_4727	22	0.0179		False
Cluster_948	22	0.0179		False
Cluster_8230	22	0.0179		False
Cluster_8850	22	0.0179		False
Cluster_13949	22	0.0179		False
Cluster_4238	22	0.0179		False
Cluster_2364	22	0.0179		False
Cluster_9516	22	0.0179		False
Cluster_14271	22	0.0179		False
Cluster_4915	22	0.0179		False
Cluster_1506	22	0.0179		False
Cluster_25890	22	0.0179		False
Cluster_20344	22	0.0179		False
Cluster_11055	22	0.0179		False
Cluster_23413	22	0.0179		False
Cluster_8834	22	0.0179		False
Cluster_22281	22	0.0179		False
Cluster_4725	22	0.0179		False
Cluster_9699	22	0.0179		False
Cluster_17372	22	0.0179		False
Cluster_6830	22	0.0179		False
Cluster_6046	22	0.0179		False
Cluster_729	22	0.0179		False
Cluster_8155	22	0.0179		False
Cluster_1593	22	0.0179		False
Cluster_24321	22	0.0179		False
Cluster_18592	22	0.0179		False
Cluster_8323	22	0.0179		False
Cluster_13181	22	0.0179		False
Cluster_25436	22	0.0179		False
Cluster_6538	22	0.0179		False
Cluster_17419	22	0.0179		False
Cluster_1970	22	0.0179		False
Cluster_8092	22	0.0179		False
Cluster_17086	22	0.0179		False
Cluster_9624	22	0.0179		False
Cluster_22995	22	0.0179		False
Cluster_4770	22	0.0179		False
Cluster_2309	22	0.0179		False
Cluster_3847	22	0.0179		False
Cluster_8778	22	0.0179		False
Cluster_2681	22	0.0179		False
Cluster_21828	22	0.0179		False
Cluster_25048	22	0.0179		False
Cluster_528	22	0.0179		False
Cluster_20313	22	0.0179		False
Cluster_17085	22	0.0179		False
Cluster_11583	22	0.0179		False
Cluster_2682	22	0.0179		False
Cluster_23633	22	0.0179		False
Cluster_12471	22	0.0179		False
Cluster_6557	22	0.0179		False
Cluster_1871	22	0.0179		False
Cluster_5735	22	0.0179		False
Cluster_9934	22	0.0179		False
Cluster_1390	22	0.0179		False
Cluster_16043	22	0.0179		False
Cluster_4613	22	0.0179		False
Cluster_17077	22	0.0179		False
Cluster_18215	22	0.0179		False
Cluster_9726	22	0.0179		False
Cluster_20847	22	0.0179		False
Cluster_13465	22	0.0179		False
Cluster_3833	22	0.0179		False
Cluster_12370	22	0.0179		False
Cluster_13632	22	0.0179		False
Cluster_15842	22	0.0179		False
Cluster_2983	22	0.0179		False
Cluster_9970	22	0.0179		False
Cluster_8005	22	0.0179		False
Cluster_7468	22	0.0179		False
Cluster_4592	22	0.0179		False
Cluster_15651	22	0.0179		False
Cluster_6531	22	0.0179		False
Cluster_3418	22	0.0179		False
Cluster_3337	22	0.0179		False
Cluster_19737	22	0.0179		False
Cluster_7273	22	0.0179		False
Cluster_14504	22	0.0179		False
Cluster_2941	22	0.0179		False
Cluster_1846	22	0.0179		False
Cluster_19159	22	0.0179		False
Cluster_3656	22	0.0179		False
Cluster_23510	22	0.0179		False
Cluster_4420	22	0.0179		False
Cluster_11293	22	0.0179		False
Cluster_6804	22	0.0179		False
Cluster_17938	22	0.0179		False
Cluster_7321	22	0.0179		False
Cluster_344	22	0.0179		False
Cluster_1284	22	0.0179		False
Cluster_17732	22	0.0179		False
Cluster_24469	22	0.0179		False
Cluster_18684	22	0.0179		False
Cluster_3532	22	0.0179		False
Cluster_1217	22	0.0179		False
Cluster_3961	22	0.0179		False
Cluster_12598	22	0.0179		False
Cluster_20482	22	0.0179		False
Cluster_8904	22	0.0179		False
Cluster_4484	22	0.0179		False
Cluster_14080	22	0.0179		False
Cluster_22517	22	0.0179		False
Cluster_2100	22	0.0179		False
Cluster_24695	22	0.0179		False
Cluster_15570	22	0.0179		False
Cluster_3245	22	0.0179		False
Cluster_18343	22	0.0179		False
Cluster_898	22	0.0179		False
Cluster_13766	22	0.0179		False
Cluster_1245	22	0.0179		False
